,prompts,outputs_tags,tags,values
2477,¿Cual es  el calibre del codigo 12164?,calibre,codigo,12164
2478,¿Cuáles son las marcas del calibre barril 10 l?,marca,calibre,barril 10 l
2479,¿Cuáles son el negocio del codigo 2117?,negocio,codigo,2117
2480,¿Cuáles son  los stocks del calibre 355 botella?,stock,calibre,355 botella
2481,¿Cual es  el calibre del codigo 19090?,calibre,codigo,19090
2482,¿Cual es la marca del codigo 2006?,marca,codigo,2006
2483,¿Cual es  el calibre del codigo 22452?,calibre,codigo,22452
2484,¿Cual es la marca del codigo 22609?,marca,codigo,22609
2485,¿Cual es la marca del codigo 11755?,marca,codigo,11755
2486,¿Cual es  el stock del codigo 22463?,stock,codigo,22463
2487,¿Cual es la marca del codigo 12722?,marca,codigo,12722
2488,¿Cual es  el stock del codigo 1487?,stock,codigo,1487
2489,¿Cual es  el calibre del codigo 11071?,calibre,codigo,11071
2490,¿Cual es  el calibre del codigo 23218?,calibre,codigo,23218
2491,¿Cual es  el calibre del codigo 2291?,calibre,codigo,2291
2492,¿Cual es  el stock del codigo 17483?,stock,codigo,17483
2493,¿Cual es  el stock del codigo 18438?,stock,codigo,18438
2494,¿Cual es  el calibre del codigo 24071?,calibre,codigo,24071
2495,¿Cual es la marca del codigo 12588?,marca,codigo,12588
2496,¿Cuáles son  los codigos de la marca iguana?,codigo,marca,iguana
2497,¿Cual es la marca del codigo 874?,marca,codigo,874
2498,¿Cual es  el stock del codigo 21261?,stock,codigo,21261
2499,¿Cual es  el stock del codigo 18358?,stock,codigo,18358
2500,¿Cuáles son el negocio del codigo 24226?,negocio,codigo,24226
2501,¿Cual es  el calibre del codigo 8125?,calibre,codigo,8125
2502,¿Cual es  el calibre del codigo 5646?,calibre,codigo,5646
2503,¿Cuáles son las marcas del calibre 354?,marca,calibre,354
2504,¿Cual es  el calibre del codigo 11832?,calibre,codigo,11832
2505,¿Cual es la marca del codigo 1190?,marca,codigo,1190
2506,¿Cual es  el stock del codigo 15178?,stock,codigo,15178
2507,¿Cuáles son el negocio del codigo 7138?,negocio,codigo,7138
2508,¿Cual es  el stock del codigo 61676?,stock,codigo,61676
2509,¿Cual es  el stock del codigo 21966?,stock,codigo,21966
2510,¿Cual es la marca del codigo 13222?,marca,codigo,13222
2511,¿Cuáles son  los codigos del negocio Importadas?,codigo,negocio,Importadas
2512,¿Cual es la marca del codigo 22459?,marca,codigo,22459
2513,¿Cuáles son el negocio del codigo 22275?,negocio,codigo,22275
2514,¿Cual es  el stock del codigo 20997?,stock,codigo,20997
2515,¿Cuáles son el negocio del codigo 12161?,negocio,codigo,12161
2516,¿Cuáles son  los codigos de la marca pinta de la paz?,codigo,marca,pinta de la paz
2517,¿Cual es  el stock del codigo 21558?,stock,codigo,21558
2518,¿Cual es  el stock del codigo 22498?,stock,codigo,22498
2519,¿Cual es la marca del codigo 22134?,marca,codigo,22134
2520,¿Cual es la marca del codigo 20987?,marca,codigo,20987
2521,¿Cual es  el calibre del codigo 2859?,calibre,codigo,2859
2522,¿Cual es la marca del codigo 11070?,marca,codigo,11070
2523,¿Cual es  el stock del codigo 22383?,stock,codigo,22383
2524,¿Cual es la marca del codigo 14508?,marca,codigo,14508
2525,¿Cual es  el calibre del codigo 16813?,calibre,codigo,16813
2526,¿Cual es la marca del codigo 10566?,marca,codigo,10566
2527,¿Cual es  el calibre del codigo 209?,calibre,codigo,209
2528,¿Cuáles son el negocio del codigo 11275?,negocio,codigo,11275
2529,¿Cual es  el stock del codigo 16225?,stock,codigo,16225
2530,¿Cual es  el stock del codigo 22681?,stock,codigo,22681
2531,¿Cual es la marca del codigo 11461?,marca,codigo,11461
2532,¿Cual es  el calibre del codigo 18680?,calibre,codigo,18680
2533,¿Cual es  el calibre del codigo 8413?,calibre,codigo,8413
2534,¿Cual es  el calibre del codigo 19266?,calibre,codigo,19266
2535,¿Cual es  el stock del codigo 22990?,stock,codigo,22990
2536,¿Cual es  el calibre del codigo 22497?,calibre,codigo,22497
2537,¿Cuáles son  los stocks de la marca tratenfu?,stock,marca,tratenfu
2538,¿Cuáles son el negocio del codigo 22506?,negocio,codigo,22506
2539,¿Cuáles son el negocio del codigo 20995?,negocio,codigo,20995
2540,¿Cuáles son el negocio del calibre 355?,negocio,calibre,355
2541,¿Cuáles son  los stocks del calibre barril 10 l?,stock,calibre,barril 10 l
2542,¿Cual es el negocio de la marca pepsi?,negocio,marca,pepsi
2543,¿Cual es  el stock del codigo 22173?,stock,codigo,22173
2544,¿Cuáles son el negocio del codigo 19340?,negocio,codigo,19340
2545,¿Cual es la marca del codigo 309?,marca,codigo,309
2546,¿Cual es  el stock del codigo 12738?,stock,codigo,12738
2547,¿Cuáles son  los codigos de la marca pat sendero?,codigo,marca,pat sendero
2548,¿Cual es  el stock del codigo 13504?,stock,codigo,13504
2549,¿Cual es  el stock del codigo 839?,stock,codigo,839
2550,¿Cual es  el calibre del codigo 24115?,calibre,codigo,24115
2551,¿Cuáles son  los codigos de la marca pepsi?,codigo,marca,pepsi
2552,¿Cual es  el stock del codigo 22440?,stock,codigo,22440
2553,¿Cual es la marca del codigo 11945?,marca,codigo,11945
2554,¿Cual es la marca del codigo 19026?,marca,codigo,19026
2555,¿Cual es la marca del codigo 11478?,marca,codigo,11478
2556,¿Cual es  el calibre del codigo 19856?,calibre,codigo,19856
2557,¿Cuáles son  los stocks del negocio CORE?,stock,negocio,CORE
2558,¿Cual es  el stock del codigo 14640?,stock,codigo,14640
2559,¿Cuáles son el negocio del codigo 2897?,negocio,codigo,2897
2560,¿Cual es  el calibre del codigo 8100?,calibre,codigo,8100
2561,¿Cuáles son  los calibres de la marca blasfemia?,calibre,marca,blasfemia
2562,¿Cual es el negocio de la marca mirinda?,negocio,marca,mirinda
2563,¿Cuáles son el negocio del codigo 22383?,negocio,codigo,22383
2564,¿Cuáles son el negocio del codigo 7481?,negocio,codigo,7481
2565,¿Cual es la marca del codigo 19493?,marca,codigo,19493
2566,¿Cual es  el calibre del codigo 17992?,calibre,codigo,17992
2567,¿Cual es  el stock del codigo 2202?,stock,codigo,2202
2568,¿Cual es la marca del codigo 5254?,marca,codigo,5254
2569,¿Cuáles son el negocio del codigo 18564?,negocio,codigo,18564
2570,¿Cual es el negocio de la marca tratenfu?,negocio,marca,tratenfu
2571,¿Cuáles son  los calibres de la marca baltica?,calibre,marca,baltica
2572,¿Cuáles son  los stocks de la marca stella artois?,stock,marca,stella artois
2573,¿Cual es la marca del codigo 19087?,marca,codigo,19087
2574,¿Cual es la marca del codigo 13?,marca,codigo,13
2575,¿Cual es la marca del codigo 19086?,marca,codigo,19086
2576,¿Cual es  el stock del codigo 19253?,stock,codigo,19253
2577,¿Cual es la marca del codigo 21033?,marca,codigo,21033
2578,¿Cuáles son el negocio del codigo 16754?,negocio,codigo,16754
2579,¿Cual es  el calibre del codigo 21922?,calibre,codigo,21922
2580,¿Cual es la marca del codigo 22056?,marca,codigo,22056
2581,¿Cual es  el calibre del codigo 21921?,calibre,codigo,21921
2582,¿Cual es la marca del codigo 7031?,marca,codigo,7031
2583,¿Cual es la marca del codigo 13600?,marca,codigo,13600
2584,¿Cual es  el calibre del codigo 5588?,calibre,codigo,5588
2585,¿Cual es  el stock del codigo 13952?,stock,codigo,13952
2586,¿Cual es la marca del codigo 2449?,marca,codigo,2449
2587,¿Cuáles son el negocio del codigo 7149?,negocio,codigo,7149
2588,¿Cuáles son el negocio del codigo 7175?,negocio,codigo,7175
2589,¿Cual es la marca del codigo 5742?,marca,codigo,5742
2590,¿Cual es  el calibre del codigo 7108?,calibre,codigo,7108
2591,¿Cual es  el calibre del codigo 16951?,calibre,codigo,16951
2592,¿Cuáles son el negocio del codigo 22993?,negocio,codigo,22993
2593,¿Cual es  el stock del codigo 14938?,stock,codigo,14938
2594,¿Cual es  el stock del codigo 11522?,stock,codigo,11522
2595,¿Cuáles son el negocio del codigo 7028?,negocio,codigo,7028
2596,¿Cuáles son el negocio del codigo 17993?,negocio,codigo,17993
2597,¿Cual es  el calibre del codigo 22461?,calibre,codigo,22461
2598,¿Cual es la marca del codigo 8408?,marca,codigo,8408
2599,¿Cuáles son  los stocks de la marca 7 up?,stock,marca,7 up
2600,¿Cuáles son el negocio del codigo 24118?,negocio,codigo,24118
2601,¿Cual es  el stock del codigo 19403?,stock,codigo,19403
2602,¿Cual es  el calibre del codigo 2834?,calibre,codigo,2834
2603,¿Cual es  el calibre del codigo 17359?,calibre,codigo,17359
2604,¿Cual es  el calibre del codigo 19112?,calibre,codigo,19112
2605,¿Cual es  el calibre del codigo 11070?,calibre,codigo,11070
2606,¿Cual es  el calibre del codigo 5478?,calibre,codigo,5478
2607,¿Cuáles son el negocio del codigo 22614?,negocio,codigo,22614
2608,¿Cual es la marca del codigo 11066?,marca,codigo,11066
2609,¿Cuáles son el negocio del codigo 21014?,negocio,codigo,21014
2610,¿Cual es la marca del codigo 946?,marca,codigo,946
2611,¿Cuáles son el negocio del codigo 2650?,negocio,codigo,2650
2612,¿Cual es la marca del codigo 10716?,marca,codigo,10716
2613,¿Cual es la marca del codigo 19193?,marca,codigo,19193
2614,¿Cuáles son el negocio del codigo 22442?,negocio,codigo,22442
2615,¿Cual es el negocio de la marca bock quilmes?,negocio,marca,bock quilmes
2616,¿Cual es  el calibre del codigo 14640?,calibre,codigo,14640
2617,¿Cual es  el calibre del codigo 18744?,calibre,codigo,18744
2618,¿Cual es la marca del codigo 7550?,marca,codigo,7550
2619,¿Cuáles son el negocio del codigo 23285?,negocio,codigo,23285
2620,¿Cual es  el calibre del codigo 7030?,calibre,codigo,7030
2621,¿Cuáles son  los stocks de la marca iguana?,stock,marca,iguana
2622,¿Cual es  el stock del codigo 2057?,stock,codigo,2057
2623,¿Cuáles son el negocio del calibre 1200?,negocio,calibre,1200
2624,¿Cual es  el stock del codigo 20812?,stock,codigo,20812
2625,¿Cuáles son el negocio del codigo 14622?,negocio,codigo,14622
2626,¿Cual es la marca del codigo 19090?,marca,codigo,19090
2627,¿Cuáles son  los codigos del calibre 210?,codigo,calibre,210
2628,¿Cual es  el calibre del codigo 22408?,calibre,codigo,22408
2629,¿Cual es la marca del codigo 22436?,marca,codigo,22436
2630,¿Cuáles son  los codigos de la marca awafrut?,codigo,marca,awafrut
2631,¿Cual es  el calibre del codigo 732?,calibre,codigo,732
2632,¿Cuáles son el negocio del codigo 2079?,negocio,codigo,2079
2633,¿Cual es  el stock del codigo 14094?,stock,codigo,14094
2634,¿Cual es la marca del codigo 16666?,marca,codigo,16666
2635,¿Cual es la marca del codigo 17953?,marca,codigo,17953
2636,¿Cual es la marca del codigo 7592?,marca,codigo,7592
2637,¿Cuáles son el negocio del codigo 21808?,negocio,codigo,21808
2638,¿Cual es  el stock del codigo 18373?,stock,codigo,18373
2639,¿Cual es  el stock del codigo 8082?,stock,codigo,8082
2640,¿Cual es  el stock del codigo 1426?,stock,codigo,1426
2641,¿Cual es  el calibre del codigo 24116?,calibre,codigo,24116
2642,¿Cuáles son  los codigos de la marca temple honey?,codigo,marca,temple honey
2643,¿Cuáles son  los codigos del calibre 30 l barril?,codigo,calibre,30 l barril
2644,¿Cuáles son el negocio del calibre 210?,negocio,calibre,210
2645,¿Cuáles son el negocio del codigo 11880?,negocio,codigo,11880
2646,¿Cual es  el stock del codigo 16709?,stock,codigo,16709
2647,¿Cual es  el stock del codigo 24639?,stock,codigo,24639
2648,¿Cual es la marca del codigo 5445?,marca,codigo,5445
2649,¿Cual es  el calibre del codigo 21864?,calibre,codigo,21864
2650,¿Cual es  el calibre del codigo 11744?,calibre,codigo,11744
2651,¿Cual es  el stock del codigo 6578?,stock,codigo,6578
2652,¿Cual es la marca del codigo 474?,marca,codigo,474
2653,¿Cual es  el stock del codigo 16529?,stock,codigo,16529
2654,¿Cuáles son el negocio del codigo 5741?,negocio,codigo,5741
2655,¿Cual es la marca del codigo 20751?,marca,codigo,20751
2656,¿Cual es  el stock del codigo 23264?,stock,codigo,23264
2657,¿Cual es  el stock del codigo 22471?,stock,codigo,22471
2658,¿Cual es  el stock del codigo 1424?,stock,codigo,1424
2659,¿Cuáles son el negocio del codigo 23112?,negocio,codigo,23112
2660,¿Cual es  el stock del codigo 19348?,stock,codigo,19348
2661,¿Cual es  el stock del codigo 22472?,stock,codigo,22472
2662,¿Cual es  el stock del codigo 14508?,stock,codigo,14508
2663,¿Cuáles son el negocio del codigo 15237?,negocio,codigo,15237
2664,¿Cual es  el stock del codigo 14221?,stock,codigo,14221
2665,¿Cual es la marca del codigo 17952?,marca,codigo,17952
2666,¿Cual es  el stock del codigo 11042?,stock,codigo,11042
2667,¿Cual es la marca del codigo 17989?,marca,codigo,17989
2668,¿Cual es  el calibre del codigo 22402?,calibre,codigo,22402
2669,¿Cuáles son el negocio del codigo 24075?,negocio,codigo,24075
2670,¿Cual es la marca del codigo 11065?,marca,codigo,11065
2671,¿Cuáles son  los codigos de la marca pat solcitra?,codigo,marca,pat solcitra
2672,¿Cual es la marca del codigo 19498?,marca,codigo,19498
2673,¿Cuáles son  los stocks de la marca pat solcitra?,stock,marca,pat solcitra
2674,¿Cual es la marca del codigo 2828?,marca,codigo,2828
2675,¿Cuáles son el negocio del codigo 22173?,negocio,codigo,22173
2676,¿Cual es  el stock del codigo 22996?,stock,codigo,22996
2677,¿Cual es  el stock del codigo 1106?,stock,codigo,1106
2678,¿Cual es la marca del codigo 62?,marca,codigo,62
2679,¿Cuáles son el negocio del codigo 7641?,negocio,codigo,7641
2680,¿Cuáles son el negocio del codigo 2458?,negocio,codigo,2458
2681,¿Cual es  el stock del codigo 22973?,stock,codigo,22973
2682,¿Cual es  el stock del codigo 1062?,stock,codigo,1062
2683,¿Cuáles son el negocio del codigo 19856?,negocio,codigo,19856
2684,¿Cuáles son el negocio del codigo 11069?,negocio,codigo,11069
2685,¿Cuáles son el negocio del codigo 21560?,negocio,codigo,21560
2686,¿Cual es  el calibre del codigo 937?,calibre,codigo,937
2687,¿Cual es  el calibre del codigo 18354?,calibre,codigo,18354
2688,¿Cuáles son  los stocks del calibre 995?,stock,calibre,995
2689,¿Cuáles son  los stocks de la marca glaciar?,stock,marca,glaciar
2690,¿Cuáles son el negocio del codigo 11042?,negocio,codigo,11042
2691,¿Cuáles son el negocio del codigo 20807?,negocio,codigo,20807
2692,¿Cual es  el stock del codigo 17359?,stock,codigo,17359
2693,¿Cuáles son el negocio del codigo 19254?,negocio,codigo,19254
2694,¿Cual es  el stock del codigo 10971?,stock,codigo,10971
2695,¿Cuáles son el negocio del codigo 22326?,negocio,codigo,22326
2696,¿Cuáles son el negocio del codigo 61677?,negocio,codigo,61677
2697,¿Cual es la marca del codigo 18281?,marca,codigo,18281
2698,¿Cuáles son el negocio del codigo 5445?,negocio,codigo,5445
2699,¿Cuáles son el negocio del codigo 19545?,negocio,codigo,19545
2700,¿Cual es la marca del codigo 5741?,marca,codigo,5741
2701,¿Cuáles son el negocio del calibre 2000 reco?,negocio,calibre,2000 reco
2702,¿Cual es  el stock del codigo 10557?,stock,codigo,10557
2703,¿Cuáles son el negocio del codigo 627?,negocio,codigo,627
2704,¿Cual es  el calibre del codigo 22495?,calibre,codigo,22495
2705,¿Cuáles son las marcas del calibre 250?,marca,calibre,250
2706,¿Cual es  el stock del codigo 23958?,stock,codigo,23958
2707,¿Cuáles son  los stocks del negocio CORE +?,stock,negocio,CORE +
2708,¿Cual es  el stock del codigo 22165?,stock,codigo,22165
2709,¿Cual es la marca del codigo 1483?,marca,codigo,1483
2710,¿Cuáles son  los calibres de la marca hanover?,calibre,marca,hanover
2711,¿Cuáles son  los stocks del calibre 750?,stock,calibre,750
2712,¿Cual es  el calibre del codigo 21918?,calibre,codigo,21918
2713,¿Cual es  el calibre del codigo 2540?,calibre,codigo,2540
2714,¿Cual es la marca del codigo 5646?,marca,codigo,5646
2715,¿Cuáles son el negocio del codigo 18943?,negocio,codigo,18943
2716,¿Cual es  el calibre del codigo 481?,calibre,codigo,481
2717,¿Cual es  el stock del codigo 2201?,stock,codigo,2201
2718,¿Cuáles son  los codigos de la marca nestle pureza vital?,codigo,marca,nestle pureza vital
2719,¿Cuáles son  los codigos de la marca h2oh?,codigo,marca,h2oh
2720,¿Cuáles son el negocio del codigo 16375?,negocio,codigo,16375
2721,¿Cuáles son el negocio del codigo 8268?,negocio,codigo,8268
2722,¿Cual es  el stock del codigo 1427?,stock,codigo,1427
2723,¿Cuáles son el negocio del codigo 21844?,negocio,codigo,21844
2724,¿Cual es la marca del codigo 19027?,marca,codigo,19027
2725,¿Cuáles son  los stocks del calibre 970?,stock,calibre,970
2726,¿Cual es el negocio de la marca rockstar?,negocio,marca,rockstar
2727,¿Cuáles son el negocio del codigo 10970?,negocio,codigo,10970
2728,¿Cual es  el calibre del codigo 2881?,calibre,codigo,2881
2729,¿Cual es  el stock del codigo 18943?,stock,codigo,18943
2730,¿Cual es la marca del codigo 5411?,marca,codigo,5411
2731,¿Cual es la marca del codigo 18438?,marca,codigo,18438
2732,¿Cuáles son el negocio del codigo 22499?,negocio,codigo,22499
2733,¿Cual es la marca del codigo 16951?,marca,codigo,16951
2734,¿Cual es  el calibre del codigo 14234?,calibre,codigo,14234
2735,¿Cual es  el stock del codigo 11755?,stock,codigo,11755
2736,¿Cual es la marca del codigo 23285?,marca,codigo,23285
2737,¿Cuáles son las marcas del negocio NIB?,marca,negocio,NIB
2738,¿Cuáles son el negocio del codigo 22165?,negocio,codigo,22165
2739,¿Cuáles son el negocio del codigo 14939?,negocio,codigo,14939
2740,¿Cuáles son las marcas del calibre 20 l?,marca,calibre,20 l
2741,¿Cual es la marca del codigo 352?,marca,codigo,352
2742,¿Cual es el negocio de la marca dante?,negocio,marca,dante
2743,¿Cual es  el stock del codigo 6582?,stock,codigo,6582
2744,¿Cuáles son el negocio del codigo 20360?,negocio,codigo,20360
2745,¿Cual es la marca del codigo 24116?,marca,codigo,24116
2746,¿Cuáles son el negocio del codigo 17483?,negocio,codigo,17483
2747,¿Cual es la marca del codigo 19727?,marca,codigo,19727
