,prompts,outputs_tags,tags,values,tags2,values2
2888,¿Cual es la marca del codigo 22474?,marca,codigo,22474,,
2889,¿Cual es la marca del codigo 13499?,marca,codigo,13499,,
2890,¿Cuáles son las marcas del calibre 2250 reco?,marca,calibre,2250 reco,,
2891,¿Cuáles son  los codigos de la pepsi 473?,codigo,marca,pepsi,calibre,473
2892,¿Cuáles son el negocio del codigo 1659?,negocio,codigo,1659,,
2893,¿Cuáles son el negocio del codigo 24116?,negocio,codigo,24116,,
2894,¿Cual es  el calibre del codigo 19110?,calibre,codigo,19110,,
2895,¿Cuáles son  los stocks de la patagonia bohemian pilsener barril 10 l?,stock,marca,patagonia bohemian pilsener,calibre,barril 10 l
2896,¿Cual es  el calibre del codigo 16401?,calibre,codigo,16401,,
2897,¿Cual es  el stock del codigo 7014?,stock,codigo,7014,,
2898,¿Cuáles son  los codigos de la corona 10 l?,codigo,marca,corona,calibre,10 l
2899,¿Cual es  el stock del codigo 22652?,stock,codigo,22652,,
2900,¿Cuáles son  los calibres de la marca Aperol?,calibre,marca,Aperol,,
2901,¿Cual es  el stock del codigo 993?,stock,codigo,993,,
2902,¿Cual es  el calibre del codigo 11069?,calibre,codigo,11069,,
2903,¿Cuáles son  los codigos de la andes 50 l?,codigo,marca,andes,calibre,50 l
2904,¿Cual es la marca del codigo 10568?,marca,codigo,10568,,
2905,¿Cuáles son  los stocks de la marca pat solcitra?,stock,marca,pat solcitra,,
2906,¿Cuáles son el negocio del codigo 740?,negocio,codigo,740,,
2907,¿Cuáles son  los codigos de la hoegarden 330?,codigo,marca,hoegarden,calibre,330
2908,¿Cual es la marca del codigo 1483?,marca,codigo,1483,,
2909,¿Cuáles son  los stocks de la michelob ultra 740?,stock,marca,michelob ultra,calibre,740
2910,¿Cuáles son el negocio del codigo 2569?,negocio,codigo,2569,,
2911,¿Cuáles son  los codigos de la glaciar 355 botella?,codigo,marca,glaciar,calibre,355 botella
2912,¿Cual es  el stock del codigo 5645?,stock,codigo,5645,,
2913,¿Cuáles son  los codigos de la skol 970?,codigo,marca,skol,calibre,970
2914,¿Cual es  el calibre del codigo 22015?,calibre,codigo,22015,,
2915,¿Cuáles son el negocio del codigo 22484?,negocio,codigo,22484,,
2916,¿Cuáles son  los codigos de la pinta de la paz 410?,codigo,marca,pinta de la paz,calibre,410
2917,¿Cual es  el stock del codigo 11066?,stock,codigo,11066,,
2918,¿Cual es la marca del codigo 22275?,marca,codigo,22275,,
2919,¿Cual es  el stock del codigo 15238?,stock,codigo,15238,,
2920,¿Cual es la marca del codigo 10971?,marca,codigo,10971,,
2921,¿Cual es la marca del codigo 19725?,marca,codigo,19725,,
2922,¿Cual es la marca del codigo 11035?,marca,codigo,11035,,
2923,¿Cual es  el stock del codigo 19362?,stock,codigo,19362,,
2924,¿Cuáles son  los codigos de la guarana 2250?,codigo,marca,guarana,calibre,2250
2925,¿Cuáles son el negocio del codigo 7914?,negocio,codigo,7914,,
2926,¿Cual es  el calibre del codigo 11832?,calibre,codigo,11832,,
2927,¿Cual es la marca del codigo 22681?,marca,codigo,22681,,
2928,¿Cual es  el stock del codigo 19016?,stock,codigo,19016,,
2929,¿Cuáles son el negocio del codigo 22502?,negocio,codigo,22502,,
2930,¿Cual es  el stock del codigo 19140?,stock,codigo,19140,,
2931,¿Cual es  el calibre del codigo 22478?,calibre,codigo,22478,,
2932,¿Cuáles son el negocio del codigo 10562?,negocio,codigo,10562,,
2933,¿Cual es  el stock del codigo 14101?,stock,codigo,14101,,
2934,¿Cuáles son  los codigos de la awafrut 1250?,codigo,marca,awafrut,calibre,1250
2935,¿Cuáles son  los stocks de la marca tropicana?,stock,marca,tropicana,,
2936,¿Cuáles son  los codigos de la patagonia weisse 354?,codigo,marca,patagonia weisse,calibre,354
2937,¿Cuáles son  los stocks de la lowenbrau 350?,stock,marca,lowenbrau,calibre,350
2938,¿Cuáles son  los stocks de la glaciar 710?,stock,marca,glaciar,calibre,710
2939,¿Cual es la marca del codigo 10580?,marca,codigo,10580,,
2940,¿Cuáles son  los stocks de la marca patagonia ipa?,stock,marca,patagonia ipa,,
2941,¿Cual es  el calibre del codigo 17095?,calibre,codigo,17095,,
2942,¿Cuáles son  los stocks de la budweiser 355 botella?,stock,marca,budweiser,calibre,355 botella
2943,¿Cuáles son  los codigos de la gatorade 330?,codigo,marca,gatorade,calibre,330
2944,¿Cuáles son  los stocks de la budweiser 300?,stock,marca,budweiser,calibre,300
2945,¿Cuáles son  los codigos del calibre 210?,codigo,calibre,210,,
2946,¿Cuáles son  los codigos de la mirinda 50 l?,codigo,marca,mirinda,calibre,50 l
2947,¿Cual es la marca del codigo 20987?,marca,codigo,20987,,
2948,¿Cual es la marca del codigo 21919?,marca,codigo,21919,,
2949,¿Cuáles son el negocio del codigo 2438?,negocio,codigo,2438,,
2950,¿Cuáles son  los stocks de la marca quilmes red lager?,stock,marca,quilmes red lager,,
2951,¿Cuáles son  los stocks de la stella artois 2450?,stock,marca,stella artois,calibre,2450
2952,¿Cuáles son el negocio del codigo 21451?,negocio,codigo,21451,,
2953,¿Cuáles son el negocio del codigo 23316?,negocio,codigo,23316,,
2954,¿Cual es  el calibre del codigo 18746?,calibre,codigo,18746,,
2955,¿Cual es  el calibre del codigo 5637?,calibre,codigo,5637,,
2956,¿Cual es la marca del codigo 21033?,marca,codigo,21033,,
2957,¿Cual es  el calibre del codigo 21049?,calibre,codigo,21049,,
2958,¿Cuáles son  los stocks de la paso de los toros 2000?,stock,marca,paso de los toros,calibre,2000
2959,¿Cual es  el calibre del codigo 22408?,calibre,codigo,22408,,
2960,¿Cuáles son el negocio del codigo 16767?,negocio,codigo,16767,,
2961,¿Cual es  el calibre del codigo 22275?,calibre,codigo,22275,,
2962,¿Cuáles son  los codigos de la marca negra modelo?,codigo,marca,negra modelo,,
2963,¿Cual es la marca del codigo 24376?,marca,codigo,24376,,
2964,¿Cual es  el stock del codigo 808?,stock,codigo,808,,
2965,¿Cuáles son  los codigos de la budweiser 1000  tetra?,codigo,marca,budweiser,calibre,1000  tetra
2966,¿Cuáles son  los codigos de la marca patagonia ipa?,codigo,marca,patagonia ipa,,
2967,¿Cuáles son el negocio del codigo 13498?,negocio,codigo,13498,,
2968,¿Cuáles son  los codigos de la petit 2250 reco?,codigo,marca,petit,calibre,2250 reco
2969,¿Cual es  el calibre del codigo 2650?,calibre,codigo,2650,,
2970,¿Cual es la marca del codigo 22059?,marca,codigo,22059,,
2971,¿Cual es  el stock del codigo 21902?,stock,codigo,21902,,
2972,¿Cuáles son  los codigos de la marca tropicana?,codigo,marca,tropicana,,
2973,¿Cuáles son  los codigos de la h2oh 50 l barril?,codigo,marca,h2oh,calibre,50 l barril
2974,¿Cual es  el stock del codigo 7610?,stock,codigo,7610,,
2975,¿Cual es la marca del codigo 473?,marca,codigo,473,,
2976,¿Cual es  el calibre del codigo 11067?,calibre,codigo,11067,,
2977,¿Cuáles son  los calibres de la marca Alquimista?,calibre,marca,Alquimista,,
2978,¿Cuáles son  los codigos de la marca patagonia weisse?,codigo,marca,patagonia weisse,,
2979,¿Cual es la marca del codigo 11068?,marca,codigo,11068,,
2980,¿Cuáles son  los codigos de la mirinda 30 l?,codigo,marca,mirinda,calibre,30 l
2981,¿Cuáles son  los codigos del calibre 2250?,codigo,calibre,2250,,
2982,¿Cuáles son  los stocks del negocio HECO?,stock,negocio,HECO,,
2983,¿Cuáles son  los stocks de la petit 1500?,stock,marca,petit,calibre,1500
2984,¿Cuáles son el negocio del codigo 13629?,negocio,codigo,13629,,
2985,¿Cuáles son  los codigos de la hoegarden 970?,codigo,marca,hoegarden,calibre,970
2986,¿Cual es  el stock del codigo 22505?,stock,codigo,22505,,
2987,¿Cuáles son  los stocks de la glaciar 740?,stock,marca,glaciar,calibre,740
2988,¿Cuáles son  los stocks del negocio UNG?,stock,negocio,UNG,,
2989,¿Cuáles son  los stocks de la h2oh 330?,stock,marca,h2oh,calibre,330
2990,¿Cual es la marca del codigo 7658?,marca,codigo,7658,,
2991,¿Cuáles son  los stocks de la stella artois 2250 reco?,stock,marca,stella artois,calibre,2250 reco
2992,¿Cual es  el stock del codigo 14194?,stock,codigo,14194,,
2993,¿Cual es  el calibre del codigo 7618?,calibre,codigo,7618,,
2994,¿Cuáles son  los codigos de la eco de los andes 750?,codigo,marca,eco de los andes,calibre,750
2995,¿Cuáles son  los stocks de la mirinda 20 l?,stock,marca,mirinda,calibre,20 l
2996,¿Cuáles son  los codigos de la goose island 500?,codigo,marca,goose island,calibre,500
2997,¿Cual es la marca del codigo 22435?,marca,codigo,22435,,
2998,¿Cual es la marca del codigo 23110?,marca,codigo,23110,,
2999,¿Cual es  el calibre del codigo 13503?,calibre,codigo,13503,,
3000,¿Cual es la marca del codigo 22496?,marca,codigo,22496,,
3001,¿Cual es  el calibre del codigo 7014?,calibre,codigo,7014,,
3002,¿Cuáles son el negocio del codigo 15605?,negocio,codigo,15605,,
3003,¿Cual es  el stock del codigo 22453?,stock,codigo,22453,,
3004,¿Cuáles son  los codigos de la marca iguana summer?,codigo,marca,iguana summer,,
3005,¿Cuáles son el negocio del codigo 1106?,negocio,codigo,1106,,
3006,¿Cual es  el stock del codigo 14508?,stock,codigo,14508,,
3007,¿Cuáles son  los stocks de la patagonia 355 lata?,stock,marca,patagonia,calibre,355 lata
3008,¿Cual es  el calibre del codigo 19398?,calibre,codigo,19398,,
3009,¿Cual es la marca del codigo 648?,marca,codigo,648,,
3010,¿Cual es  el stock del codigo 18358?,stock,codigo,18358,,
3011,¿Cuáles son  los stocks de la quilmes 2250?,stock,marca,quilmes,calibre,2250
3012,¿Cuáles son  los stocks de la budweiser 250?,stock,marca,budweiser,calibre,250
3013,¿Cuáles son  los codigos de la glaciar plus 20 l barril?,codigo,marca,glaciar plus,calibre,20 l barril
3014,¿Cual es la marca del codigo 2828?,marca,codigo,2828,,
3015,¿Cuáles son el negocio del codigo 22525?,negocio,codigo,22525,,
3016,¿Cual es  el stock del codigo 1473?,stock,codigo,1473,,
3017,¿Cual es  el calibre del codigo 8085?,calibre,codigo,8085,,
3018,¿Cuáles son el negocio del codigo 16292?,negocio,codigo,16292,,
3019,¿Cual es  el stock del codigo 14623?,stock,codigo,14623,,
3020,¿Cuáles son  los stocks de la glaciar 355 lata?,stock,marca,glaciar,calibre,355 lata
3021,¿Cual es la marca del codigo 7650?,marca,codigo,7650,,
3022,¿Cual es la marca del codigo 18590?,marca,codigo,18590,,
3023,¿Cuáles son  los codigos de la marca patagonia vera ipa?,codigo,marca,patagonia vera ipa,,
3024,¿Cual es  el stock del codigo 5741?,stock,codigo,5741,,
3025,¿Cual es el negocio de la marca temple honey?,negocio,marca,temple honey,,
3026,¿Cuáles son el negocio del codigo 7031?,negocio,codigo,7031,,
3027,¿Cual es  el calibre del codigo 6582?,calibre,codigo,6582,,
3028,¿Cual es  el stock del codigo 21970?,stock,codigo,21970,,
3029,¿Cuáles son el negocio del codigo 19111?,negocio,codigo,19111,,
3030,¿Cuáles son  los stocks de la guarana 210?,stock,marca,guarana,calibre,210
3031,¿Cuáles son el negocio del codigo 19856?,negocio,codigo,19856,,
3032,¿Cuáles son el negocio del codigo 18066?,negocio,codigo,18066,,
3033,¿Cual es  el calibre del codigo 14103?,calibre,codigo,14103,,
3034,¿Cual es  el calibre del codigo 15172?,calibre,codigo,15172,,
3035,¿Cual es  el calibre del codigo 7482?,calibre,codigo,7482,,
3036,¿Cual es la marca del codigo 1401?,marca,codigo,1401,,
3037,¿Cuáles son  los stocks de la red bull 2000?,stock,marca,red bull,calibre,2000
3038,¿Cual es  el calibre del codigo 14508?,calibre,codigo,14508,,
3039,¿Cual es  el calibre del codigo 7484?,calibre,codigo,7484,,
3040,¿Cual es la marca del codigo 25135?,marca,codigo,25135,,
3041,¿Cual es la marca del codigo 7190?,marca,codigo,7190,,
3042,¿Cual es  el calibre del codigo 12161?,calibre,codigo,12161,,
3043,¿Cuáles son el negocio del codigo 23287?,negocio,codigo,23287,,
3044,¿Cual es  el stock del codigo 21303?,stock,codigo,21303,,
3045,¿Cual es  el calibre del codigo 14101?,calibre,codigo,14101,,
3046,¿Cuáles son  los stocks de la LIEBER 30 l?,stock,marca,LIEBER,calibre,30 l
3047,¿Cuáles son  los codigos de la patagonia porter 6.3 bidon?,codigo,marca,patagonia porter,calibre,6.3 bidon
3048,¿Cual es  el calibre del codigo 1466?,calibre,codigo,1466,,
3049,¿Cual es  el calibre del codigo 5645?,calibre,codigo,5645,,
3050,¿Cuáles son el negocio del codigo 14902?,negocio,codigo,14902,,
3051,¿Cuáles son  los calibres de la marca glaciar plus?,calibre,marca,glaciar plus,,
3052,¿Cual es  el stock del codigo 18361?,stock,codigo,18361,,
3053,¿Cuáles son  los stocks de la quilmes 740?,stock,marca,quilmes,calibre,740
3054,¿Cual es  el calibre del codigo 1637?,calibre,codigo,1637,,
3055,¿Cuáles son  los stocks de la capriccio 10 l?,stock,marca,capriccio,calibre,10 l
3056,¿Cuáles son el negocio del codigo 19365?,negocio,codigo,19365,,
3057,¿Cuáles son el negocio del codigo 2819?,negocio,codigo,2819,,
3058,¿Cual es  el stock del codigo 22496?,stock,codigo,22496,,
3059,¿Cuáles son  los stocks de la h2oh 500?,stock,marca,h2oh,calibre,500
3060,¿Cuáles son el negocio del codigo 16225?,negocio,codigo,16225,,
3061,¿Cuáles son  los codigos de la awafrut 500?,codigo,marca,awafrut,calibre,500
3062,¿Cual es  el calibre del codigo 2658?,calibre,codigo,2658,,
3063,¿Cual es  el stock del codigo 13504?,stock,codigo,13504,,
3064,¿Cual es  el calibre del codigo 7698?,calibre,codigo,7698,,
3065,¿Cual es la marca del codigo 7012?,marca,codigo,7012,,
3066,¿Cual es el negocio de la marca iguana?,negocio,marca,iguana,,
3067,¿Cuáles son  los codigos de la gatorade 210?,codigo,marca,gatorade,calibre,210
3068,¿Cuáles son  los codigos de la marca dante?,codigo,marca,dante,,
3069,¿Cuáles son  los codigos de la gatorade 20 l?,codigo,marca,gatorade,calibre,20 l
3070,¿Cuáles son  los stocks de la gatorade 1250?,stock,marca,gatorade,calibre,1250
3071,¿Cuáles son el negocio del codigo 16371?,negocio,codigo,16371,,
3072,¿Cual es  el stock del codigo 5588?,stock,codigo,5588,,
3073,¿Cuáles son  los codigos de la marca ao miel?,codigo,marca,ao miel,,
3074,¿Cual es  el stock del codigo 19538?,stock,codigo,19538,,
3075,¿Cuáles son  los codigos de la andes origen rubia 710?,codigo,marca,andes origen rubia,calibre,710
3076,¿Cual es el negocio de la marca petit?,negocio,marca,petit,,
3077,¿Cual es  el calibre del codigo 16527?,calibre,codigo,16527,,
3078,¿Cual es la marca del codigo 7235?,marca,codigo,7235,,
3079,¿Cual es la marca del codigo 16401?,marca,codigo,16401,,
3080,¿Cual es la marca del codigo 22337?,marca,codigo,22337,,
3081,¿Cuáles son  los stocks de la glaciar plus 20 l barril?,stock,marca,glaciar plus,calibre,20 l barril
3082,¿Cual es  el calibre del codigo 12723?,calibre,codigo,12723,,
3083,¿Cual es  el stock del codigo 20668?,stock,codigo,20668,,
3084,¿Cuáles son  los codigos de la 7 up 300?,codigo,marca,7 up,calibre,300
3085,¿Cuáles son  los codigos de la novecento 330?,codigo,marca,novecento,calibre,330
3086,¿Cuáles son el negocio del codigo 7465?,negocio,codigo,7465,,
3087,¿Cuáles son  los stocks de la petit 30 l barril?,stock,marca,petit,calibre,30 l barril
3088,¿Cual es  el calibre del codigo 7490?,calibre,codigo,7490,,
3089,¿Cuáles son el negocio del codigo 19399?,negocio,codigo,19399,,
3090,¿Cual es  el calibre del codigo 22217?,calibre,codigo,22217,,
3091,¿Cual es  el calibre del codigo 8401?,calibre,codigo,8401,,
3092,¿Cual es  el stock del codigo 14104?,stock,codigo,14104,,
3093,¿Cuáles son las marcas del calibre 1200?,marca,calibre,1200,,
3094,¿Cual es  el calibre del codigo 10591?,calibre,codigo,10591,,
3095,¿Cuáles son  los codigos de la pepsi 1650?,codigo,marca,pepsi,calibre,1650
3096,¿Cual es la marca del codigo 2834?,marca,codigo,2834,,
3097,¿Cuáles son el negocio del codigo 18361?,negocio,codigo,18361,,
3098,¿Cuáles son el negocio del codigo 24358?,negocio,codigo,24358,,
3099,¿Cuáles son el negocio del codigo 22589?,negocio,codigo,22589,,
3100,¿Cuáles son el negocio del codigo 12721?,negocio,codigo,12721,,
3101,¿Cuáles son  los stocks de la awafrut 2000?,stock,marca,awafrut,calibre,2000
3102,¿Cuáles son  los stocks de la pepsi 330 s/r?,stock,marca,pepsi,calibre,330 s/r
3103,¿Cual es  el stock del codigo 22456?,stock,codigo,22456,,
3104,¿Cual es el negocio de la marca andes?,negocio,marca,andes,,
3105,¿Cual es la marca del codigo 12165?,marca,codigo,12165,,
3106,¿Cual es  el calibre del codigo 22991?,calibre,codigo,22991,,
3107,¿Cuáles son las marcas del calibre 2450?,marca,calibre,2450,,
3108,¿Cuáles son  los codigos de la 7 up barril 10 l?,codigo,marca,7 up,calibre,barril 10 l
3109,¿Cual es  el stock del codigo 22463?,stock,codigo,22463,,
3110,¿Cuáles son el negocio del codigo 22468?,negocio,codigo,22468,,
3111,¿Cual es  el stock del codigo 18066?,stock,codigo,18066,,
3112,¿Cuáles son el negocio del codigo 8127?,negocio,codigo,8127,,
3113,¿Cual es  el stock del codigo 7161?,stock,codigo,7161,,
3114,¿Cuáles son  los codigos de la la virgen 20 l barril?,codigo,marca,la virgen,calibre,20 l barril
3115,¿Cual es la marca del codigo 22467?,marca,codigo,22467,,
3116,¿Cuáles son  los stocks de la corona 210?,stock,marca,corona,calibre,210
3117,¿Cual es  el stock del codigo 24289?,stock,codigo,24289,,
3118,¿Cuáles son  los codigos de la stella artois 355?,codigo,marca,stella artois,calibre,355
3119,¿Cuáles son  los stocks de la marca rockstar?,stock,marca,rockstar,,
3120,¿Cuáles son  los codigos de la marca temple wolf ipa?,codigo,marca,temple wolf ipa,,
3121,¿Cual es  el calibre del codigo 2892?,calibre,codigo,2892,,
3122,¿Cual es  el calibre del codigo 24685?,calibre,codigo,24685,,
3123,¿Cual es  el stock del codigo 22161?,stock,codigo,22161,,
3124,¿Cual es  el stock del codigo 24071?,stock,codigo,24071,,
3125,¿Cual es  el calibre del codigo 14512?,calibre,codigo,14512,,
3126,¿Cual es la marca del codigo 2450?,marca,codigo,2450,,
3127,¿Cual es la marca del codigo 2852?,marca,codigo,2852,,
3128,¿Cuáles son el negocio del codigo 1637?,negocio,codigo,1637,,
3129,¿Cual es  el stock del codigo 17954?,stock,codigo,17954,,
3130,¿Cual es  el stock del codigo 16618?,stock,codigo,16618,,
3131,¿Cual es la marca del codigo 13222?,marca,codigo,13222,,
3132,¿Cuáles son el negocio del codigo 16137?,negocio,codigo,16137,,
3133,¿Cuáles son el negocio del codigo 16666?,negocio,codigo,16666,,
3134,¿Cual es  el calibre del codigo 2440?,calibre,codigo,2440,,
3135,¿Cual es  el stock del codigo 731?,stock,codigo,731,,
3136,¿Cuáles son  los codigos de la gatorade 750?,codigo,marca,gatorade,calibre,750
3137,¿Cuáles son el negocio del codigo 22467?,negocio,codigo,22467,,
